;codici-identificativi.isil;denominazioni.ufficiale;ente;indirizzo.via-piazza;tipologia-amministrativa;tipologia-funzionale;accesso.portatori-handicap;accesso.riservato;Lat;Long;comune
2354;IT-BO0492;Biblioteca del Dipartimento di medicina clinica specialistica e sperimentale. Fondo librario dell'Istituto di malattie infettive  dell'Università degli studi di Bologna;Università degli studi di Bologna. Dipartimento di medicina clinica specialistica e sperimentale;Via Massarenti 11;Universita' statali;Istituto di insegnamento superiore;;False;44.4926723;11.3621147;Bologna
2355;IT-BO0493;Biblioteca del Dipartimento di patologia sperimentale. Sezione di microscopia elettronica clinica dell'Università degli studi di Bologna;Università degli studi di Bologna. Dipartimento di patologia sperimentale;Via G. Massarenti 9;Universita' statali;Istituto di insegnamento superiore;;True;44.4930011;11.3608254;Bologna
2356;IT-BO0494;Biblioteca del Dipartimento di medicina clinica e biotecnologia applicata Domenico Campanacci dell'Università degli studi di Bologna;Università degli studi di Bologna. Dipartimento di medicina clinica e biotecnologia applicata Domenico Campanacci;Via G. Massarenti 9;Universita' statali;Istituto di insegnamento superiore;;True;44.4930011;11.3608254;Bologna
2357;IT-BO0495;Biblioteca Carlo Gentili dell'Istituto di psichiatria Paolo Ottonello della Facoltà di medicina e chirurgia dell'Università degli studi di Bologna;Università degli studi di Bologna. Facoltà di medicina e chirurgia. Istituto di psichiatria Paolo Ottonello;Via S. Isaia 90;Universita' statali;Istituto di insegnamento superiore;;False;44.4942725;11.3304757;Bologna
2358;IT-BO0496;Biblioteca del Dipartimento di sanità pubblica, veterinaria e patologia vegetale. Fondo librario di approvvigionamenti annonari dell'Università degli studi di Bologna;Università degli studi di Bologna. Dipartimento di sanità pubblica, veterinaria e patologia vegetale;Via Tolara di Sopra 50;Universita' statali;Istituto di insegnamento superiore;;True;44.4346791;11.4867431;Bologna
2359;IT-BO0497;Biblioteca del Dipartimento di sanità pubblica, veterinaria e patologia animale. Fondo librario di farmacologia veterinaria dell'Università degli studi di Bologna;Università degli studi di Bologna. Dipartimento di sanità pubblica, veterinaria e patologia animale;Via Tolara di Sopra 50;Universita' statali;Istituto di insegnamento superiore;;False;44.4346791;11.4867431;Bologna
2360;IT-BO0498;Biblioteca del Dipartimento di morfofisiologia veterinaria e produzioni animali. Fondo librario di fisiologia dell'Università degli studi di Bologna;Università degli studi di Bologna. Dipartimento di morfofisiologia veterinaria e produzioni animali;Via Tolara di Sopra 50;Universita' statali;Istituto di insegnamento superiore;;True;44.4346791;11.4867431;Bologna
2361;IT-BO0499;Biblioteca del Dipartimento di sanità pubblica, veterinaria e patologia animale. Fondo librario di patologia aviare dell'Università degli studi di Bologna;Università degli studi di Bologna. Dipartimento di sanità pubblica, veterinaria e patologia animale;Via Tolara di Sopra 50;Universita' statali;Istituto di insegnamento superiore;;False;44.4346791;11.4867431;Ozzano dell'Emilia
2362;IT-BO0500;Biblioteca dell'Istituto di Patologia Speciale e Clinica Chirurgica Veterinaria. Facolta' di Medicina Veterinaria. Universita' degli Studi di Bologna;;Viale Filopanti 9;NON SPECIFICATA;NON SPECIFICATA;;;44.495168;11.356829;Ozzano dell'Emilia
2363;IT-BO0501;Biblioteca dell'Istituto di zootecnia e nutrizione animale della Facoltà di medicina veterinaria dell'Università degli studi di Bologna;Università degli studi di Bologna. Facoltà di medicina veterinaria. Istituto di zootecnia e nutrizione animale;Via S. Giacomo 11;Universita' statali;Istituto di insegnamento superiore;;False;44.4965179;11.3552461;Ozzano dell'Emilia
2364;IT-BO0502;Fondo librario. Dipartimento di chimica organica Angelo Mangini. Sede distaccata dell'Università degli studi di Bologna;Università degli studi di Bologna. Dipartimento di chimica organica Angelo Mangini;Viale Risorgimento 4;Universita' statali;Istituto di insegnamento superiore;;True;44.4881371;11.3280129;Ozzano dell'Emilia
2365;IT-BO0503;Biblioteca del Centro di ricerca della Fondazione Cesare Gnudi;Fondazione Cesare Gnudi;Via Galluppi 22;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;44.7142;11.308875;Bologna
2366;IT-BO0504;Biblioteca del Centro interdipartimentale di scienze delle religioni dell'Università degli studi di Bologna;Università degli studi di Bologna;Piazza S. Giovanni in Monte 2;Universita' statali;Istituto di insegnamento superiore;;False;44.4909205;11.3483657;Bologna
2367;IT-BO0505;Biblioteca del Centro interdipartimentale di ricerca in epistemologia e storia delle scienze - CIESS dell'Università degli studi di Bologna;Università degli studi di Bologna;Via Zamboni 38;NON SPECIFICATA;NON SPECIFICATA;;;44.4968084;11.3520389;Bologna
2368;IT-BO0506;Fondo librario. Dipartimento SMETEC. Sezione di metallurgia della Facoltà di chimica industriale dell'Università dgli studi Bologna;Università degli studi di Bologna. Facoltà di chimica industriale. Unità complessa di scienze chimiche, radiochimiche e metallurgiche;Viale Risorgimento 4;Universita' statali;Istituto di insegnamento superiore;;False;44.4880019;11.3281779;Pieve di Cento
2369;IT-BO0508;"Biblioteca Interdipartimentale di Medicina Veterinaria  ""G. B. Ercolani"" - Scuola di Agraria e Medicina Veterinaria-  Alma Mater Studiorum  Università di Bologna";Università degli studi di Bologna. Facoltà di medicina veterinaria;Via Tolara di Sopra 50/58;Universita' statali;Istituto di insegnamento superiore;True;False;44.4346791;11.4867431;Bologna
2370;IT-BO0509;Fondo librario. Scuola di specializzazione in chimica e tecnologie alimentari dell'Università degli studi di Bologna;Università degli studi di Bologna;Viale Risorgimento 4 presso Biblioteca Autonoma di Chimica Industriale;Universita' statali;Specializzata;True;False;44.48712;11.32577;Bologna
2371;IT-BO0510;Biblioteca Walter Bigiavi dell'Università degli studi di Bologna;Università degli studi di Bologna. Biblioteca Walter Bigiavi;Via Belle Arti 33;Universita' statali;Istituto di insegnamento superiore;;False;44.4977401;11.3518922;Bologna
2372;IT-BO0511;Biblioteca di storia della scienza;Università degli studi di Bologna;Via Zamboni 31;Universita' statali;Specializzata;;;44.4967988;11.3520465;Ozzano dell'Emilia
2373;IT-BO0512;Biblioteca-archivio della Congregazione dell'Oratorio di San Filippo Neri ;;Via Manzoni 5;NON SPECIFICATA;NON SPECIFICATA;;;44.49647;11.3424103;Bologna
2374;IT-BO0513;Biblioteca privata Luigi Ferdinando Tagliavini;;;NON SPECIFICATA;NON SPECIFICATA;;;44.4942191;11.3464815;Bologna
2375;IT-BO0514;Archivio di Stato di Bologna;;Piazza Celestini 4;NON SPECIFICATA;NON SPECIFICATA;;;44.4922289;11.341386;Bologna
2376;IT-BO0515;Archivio musicale della Basilica di S. Petronio;Fabbriceria di S. Petronio;Piazza Galvani 5;Enti ecclesiastici;Specializzata;;False;44.4921626;11.3432156;Bologna
2377;IT-BO0516;Biblioteca del Conservatorio statale di musica Gian Battista Martini;Ministero dell'istruzione, dell'università e della ricerca. Conservatorio statale di musica Gian Battista Martini;Piazza Rossini 2;Presidenza del consiglio dei ministri e ministeri;Specializzata;;False;44.4954006;11.3489536;Bologna
2378;IT-BO0517;Biblioteca del Dipartimento di economia e ingegneria agrarie dell'Università degli studi di Bologna;Università degli studi di Bologna. Dipartimento di economia e ingegneria;Via G. Fanin 40;NON SPECIFICATA;NON SPECIFICATA;;;44.5143399;11.4056096;Bologna
2379;IT-BO0518;Biblioteca del Dipartimento di scienze biologiche, geologiche e ambientali Bi.Ge.A. dell'Università degli studi di Bologna. Sezione di Geologia;Università degli studi di Bologna. Dipartimento di scienze della terra e geologico-ambientali;Piazza di Porta S. Donato 1;Universita' statali;Istituto di insegnamento superiore;;False;44.498167;11.3559222;Bologna
2380;IT-BO0519;Area Sistemi Dipartimentali e Documentali - Ufficio Polo unificato Bolognese del Servizio Bibliotecario Nazionale - SBN UBO - Alma Mater Studiorum - Università di Bologna  ;Alma Mater Studiorum - Università degli studi di Bologna;Viale Filopanti 7;Universita' statali;Istituto di insegnamento superiore;;;44.495889;11.3567449;Bologna
2381;IT-BO0521;Biblioteca Meridiana;Cooperativa La luna nel pozzo;Via Gandusio 10;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;False;44.504546;11.355224;Bologna
2382;IT-BO0522;Biblioteca del Quartiere Saragozza - Zona Malpighi;Comune di Bologna;Via Pietralata 58/60;Comune;Pubblica;;;44.4959366;11.3311651;Bologna
2383;IT-BO0523;Biblioteca Oriano Tassinari Clò - Villa Spada - Quartiere Saragozza;Comune di Bologna;Via di Casaglia 7;Comune;Pubblica;;False;44.4866068;11.3150534;Bologna
2384;IT-BO0525;"Biblioteca Giuridica ""Antonio Cicu"" - Sezione di Informatica giuridica e Bioetica";Università degli studi di Bologna;Via Galliera 3;Universita' statali;Istituto di insegnamento superiore;;True;44.4971899;11.3417828;Bologna
2385;IT-BO0526;Biblioteca del Dipartimento di Storia Culture Civiltà - DISCI - Archeologia (sedi di Bologna e Ravenna);Università degli studi di Bologna. Dipartimento di archeologia;Piazza S. Giovanni in Monte 2;NON SPECIFICATA;NON SPECIFICATA;;;44.4909205;11.3483657;Bologna
2386;IT-BO0527;Biblioteca comunale Silvio Mucini;Comune di Pianoro;Via Padre Marella 19;Comune;Pubblica;True;False;44.388579;11.3441785;Bologna
2387;IT-BO0528;Biblioteca comunale Mario Marri. Sezione ragazzi di Vado;Comune di Monzuno;Via Musolesi 4/a;Comune;Pubblica;;False;44.3155624;11.2566818;Bologna
2388;IT-BO0529;Biblioteca comunale;Comune di Lizzano in Belvedere;Piazza Betti 4;Comune;Pubblica;;False;44.163489;10.8677256;Bologna
2389;IT-BO0530;Biblioteca comunale Clemente Mezzini;Comune di Monghidoro;Largo Giovanni Pierluigi da Palestrina 1;Comune;Pubblica;True;False;44.2194035706294;11.3142724972229;Pianoro
2390;IT-BO0531;Biblioteca comunale per ragazzi Casa Piani;Comune di Imola;Via Emilia 88;Comune;Pubblica;;False;44.3536525;11.7136724;Monzuno
2391;IT-BO0532;Biblioteca comunale Gianni Rodari;Comune di Granarolo dell'Emilia;Via San Donato 74;Comune;Pubblica;True;False;44.5494141;11.4454869;Lizzano in Belvedere
2392;IT-BO0533;Biblioteca comunale Casa Bondi;Comune di Castenaso;Via XXI Ottobre 7/2;Comune;Pubblica;;False;44.511105;11.469968;Monghidoro
2393;IT-BO0534;Biblioteca centrale bambini e ragazzi di Villa Mazzacorati;Comune di Bologna;Via Toscana 19;Comune;Importante non specializzata;;False;44.4706104;11.3708992;Imola
2394;IT-BO0535;Biblioteca medico-scientifica dell'Azienda USL;Azienda USL di Imola;Via Montericco 4;Aziende ed enti del servizio sanitario nazionale;Specializzata;;True;44.3495695;11.6820462;Granarolo dell'Emilia
2395;IT-BO0537;Biblioteca Orlando Pezzoli del Quartiere Reno;Comune di Bologna;Via Battindarno 123;Comune;Pubblica;;False;44.5017904;11.2967921;Castenaso
2396;IT-BO0538;Biblioteca del Settore promozione, controlli e statistica del Comune di Bologna;Comune di Bologna;Via IV Novembre 5;Comune;Specializzata;;False;44.494266;11.339052;Bologna
2397;IT-BO0539;Biblioteca dell'Istituto sperimentale per le colture industriali;Istituto sperimentale per le colture industriali;Via di Corticella 133;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Specializzata;;False;44.532013;11.3537381;Imola
2398;IT-BO0540;"Biblioteca Interdipartimentale di Ingegneria e Architettura. Biblioteca ""Giovanni Michelucci"" (DICAM)";Università degli studi di Bologna. Dipartimento di ingegneria delle strutture, dei trasporti, delle acque, del rilevamento, del territorio;Viale Risorgimento 2;Universita' statali;Istituto di insegnamento superiore;False;False;44.4882503;11.3282958;Bologna
2399;IT-BO0541;"Biblioteca Interdipartimentale di Ingegneria e Architettura. Biblioteca di Ingegneria ""Gian Paolo Dore"" (DIE - DEI)";Università degli studi di Bologna. Dipartimento di ingegneria elettrica;;Universita' statali;Istituto di insegnamento superiore;;;44.4882503;11.3282958;Bologna
2400;IT-BO0542;"Biblioteca di Medicina interna, sezione della Biblioteca Autonoma Clinica ""F. B. Bianchi"" - c/o Policlinico S. Orsola, pad.11 - Alma Mater Studiorum - Università di Bologna ";Università degli studi di Bologna. Dipartimento di medicina interna, cardioangiologia, epatologia;Via Massarenti 9;Universita' statali;Istituto di insegnamento superiore;;False;44.4930011;11.3608254;Bologna
2401;IT-BO0543;Biblioteca del Centro interfacoltà per le tecnologie didattico-educative teleaudiovisive Guglielmo Marconi dell'Università degli studi di Bologna;Università degli studi di Bologna;Via Zamboni 32;Universita' statali;Istituto di insegnamento superiore;;True;44.4964972;11.3512531;Bologna
2402;IT-BO0544;Biblioteca dell'Unità complessa di Istituti di scienze e tecnologie agroindustriali e agroambientali della Facoltà di agraria dell'Università degli studi di Bologna;Università degli studi di Bologna. Facoltà di agraria. Unità complessa di Istituti di scienze e tecnologie agroindustriali e agroambientali;Via S. Giacomo 9;Universita' statali;Istituto di insegnamento superiore;;False;44.4966726;11.3547469;Bologna
2403;IT-BO0546;Biblioteca del Dipartimento di economia e ingegneria agrarie dell'Università degli studi di Bologna;Università degli studi di Bologna. Dipartimento di economia e ingegneria agrarie;Via Filippo Re 10;Universita' statali;Istituto di insegnamento superiore;;False;44.4995282;11.3546173;Bologna
2404;IT-BO0548;Biblioteca dell'Istituto di radioastronomia - IRA. Stazione radioastronomica di Medicina del CNR;Consiglio nazionale delle ricerche - CNR;Via Fiorentina;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Specializzata;;True;44.5244832;11.6224729;Bologna
2405;IT-BO0550;Biblioteca dei Canonici regolari lateranensi dell'abbazia di S. Salvatore;Canonici regolari lateranensi. Chiesa abbaziale di S. Salvatore di Bologna;Via del Volto Santo 1;Enti ecclesiastici;Pubblica;;True;44.4937765;11.3395488;Bologna
2406;IT-BO0551;Biblioteca monastica dei frati minori Cappuccini;Frati minori Cappuccini di Castel San Pietro Terme;Via Viara 10;Enti ecclesiastici;Specializzata;;False;44.3960618;11.5877694;Bologna
2407;IT-BO0552;Biblioteca del Seminario arcivescovile;Seminario arcivescovile di Bologna;Piazzale Bacchelli, 4;Enti ecclesiastici;Specializzata;True;False;44.4784677;11.3437397;Medicina
2408;IT-BO0553;Archivio generale arcivescovile;Curia arcivescovile di Bologna;Via del Monte 3;Enti ecclesiastici;NON SPECIFICATA;;;44.4962448;11.3440295;Bologna
2409;IT-BO0554;Biblioteca dell'Opera pia dei poveri vergognosi;;Via Marsala;NON SPECIFICATA;NON SPECIFICATA;;;44.4970776;11.3465857;Castel San Pietro Terme
2410;IT-BO0555;Biblioteca Masetti Zannini;Famiglia Masetti Zannini. Conte Gian Ludovico Masetti Zannini;Via Ca' Selvatica 4/c;Privati - Famiglie;Specializzata;;True;44.4920243;11.3344433;Bologna
2411;IT-BO0556;Collezione privata G. Piombini;;;Privati - Famiglie;NON SPECIFICATA;;;0.0;0.0;Bologna
